CourseNo	SNo	Slot	AdditionalSlot	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
MA2101	769	A		Linear Algebra via Matrices	P Aprameyan	3	9			70	70	Yes			RMN 101, RMN 102, RMN 201, RMN 202	N	Satyajit Roy	SI
MA2101	770	A		Linear Algebra via Matrices	NARAYANAN N	3	9			70	70	Yes			RMN 101, RMN 102, RMN 201, RMN 202	N	Satyajit Roy	SI
MA2101	771	A		Linear Algebra via Matrices	UMA V	3	9			70	70	Yes			RMN 101, RMN 102, RMN 201, RMN 202	Y	Satyajit Roy	SI
MA2101	772	A		Linear Algebra via Matrices	ARIJIT DEV	3	9			70	70	Yes			RMN 101, RMN 102, RMN 201, RMN 202	N	Satyajit Roy	SI
MA2102	773	A		Differential Equations	SHRUTI DUBEY	3	9	Partial derivatives and Series		77	77	Yes			RJN 101, RJN 102, RJN 201	Y	Satyajit Roy	SI
MA2102	774	A		Differential Equations	ARINDAMA SINGH	3	9	Partial derivatives and Series		77	77	Yes			RJN 101, RJN 102, RJN 201	N	Satyajit Roy	SI
MA2102	775	A		Differential Equations	SANYASIRAJU Y V S S	3	9	Partial derivatives and Series		77	77	Yes			RJN 101, RJN 102, RJN 201	N	Satyajit Roy	SI
MA2103	776	A		Probability, Stochastic Processes & Statistics	SRINIVASA RAO MANAM	3	9			67	67	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
MA2103	777	A		Probability, Stochastic Processes & Statistics	ARINDAMA SINGH	3	9			67	67	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
MA2103	778	A		Probability, Stochastic Processes & Statistics	SUBHAJIT GHOSH	3	9			67	67	Yes			RJN 301, RJN 302, RJN 202	Y	Satyajit Roy	SI
MA2103	779	A		Probability, Stochastic Processes & Statistics	KUNAL KRISHNA MUKHERJEE	3	9			67	67	Yes			RJN 301, RJN 302, RJN 202	N	Satyajit Roy	SI
MA5018	780	E		Stochastic Calculus for Finance	BARUN SARKAR	3	9	Probability Theory		10	10	Yes			KCB 506	Y	Rama R	SI
MA5340	781	B		Measure and Integration	Sumesh K	3	9	NULL		10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5350	782	D		Combinatorics	KALPANA M	3	9			10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5360	783	E		Complex Analysis	PONNUSAMY S	3	9			10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5380	784	C		Topology	SUHAS JAYKUMAR PANDIT	3	9			10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5470	785	A		Numerical Analysis	ARYA KUMAR BEDABRATA CHAND	3	9	NULL		10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5755	786	P		Data Analysis & Visualization in R/Python/SQL	RAKHI SINGH	3	6			10	10	Yes			KCB 504	Y	Jayanthan A V	SI
MA5770	787	C		Modelling Workshop	Priyanka Shukla	3	6	NULL		10	10	Yes			KCB 505	Y	Jayanthan A V	SI
MA5895	788	B		Numerical Optimization	SIVAKUMAR K C	3	9	MA 5890		10	10	Yes			KCB 505	Y	Jayanthan A V	SI
MA5920	789	F		Partial Differential Equations	SRINIVASA RAO C H	3	9	Ordinary Differential Equations		10	10	Yes			KCB 519	Y	Shruti Dubey	SI
MA5990	790	UU		Project	Priyanka Shukla	16	40			0	0	No			KCB 506	Y	Rama R	
MA6003	791	M		Theory of Wavelets	RADHA R	3	9	Functional Analysis.  Knowledge of MA6080 Fourier Analysis will be an added advantage though not mandatory		10	10	Yes			KCB 506	Y	Rama R	SI
MA6090	792	H		Sobolev Spaces and PDE	ANOOP	3	9	Functional Analysis, Measure theory.		10	10	Yes			KCB 506	Y	Rama R	SI
MA6110	793	D		Topics in Advanced Analysis	SURJIT KUMAR	3	9	(i)MA5330 Real Analysis, (ii) MA5310 Linear Algebra, (iii) MA5340 Measure and Integration, (iv) MA5380  Topology		10	10	Yes			KCB 506	Y	Rama R	SI
MA6120	794	A		Advanced Complex Analysis	ANWOY MAITRA	3	9	NIL		10	10	Yes			KCB 506	Y	Rama R	SI
MA6150	795	G		Basic Operator Theory	SRIRAM B	3	9	NIL		10	10	Yes			KCB 506	Y	Rama R	SI
MA6180	796	H		Introduction to Algebraic Geometry	SARANG SHARAD SANE	3	9	NIL		10	10	Yes			KCB 505	Y	Rama R	SI
MA6181	797	B		Introduction to Lie Algebras	G. ARUNKUMAR	9	9	Modern Algebra		10	10	Yes			KCB 506	Y	Rama R	SI
MA6210	798	D		Combinatorial Optimization	SOUNAKA MISHRA	3	9	NIL		20	20	Yes			KCB 504	Y	Rama R	SI
MA6270	799	A		Numerical Solutions of Partial Diff. Equations	SATYAJIT ROY	3	9	NIL		10	10	Yes			KCB 505	Y	Jayanthan A V	SI
MA6312	800	F		Mathematical Theory of Games	SHAIJU A J	3	9			10	10	Yes			KCB 506	Y	Rama R	SI
MA6380	801	L		Stochastic Methods in Industry	NEELESH S UPADHYE	3	9	NIL		10	10	Yes			KCB 504	Y	Jayanthan A V	SI
MA6490	802	C		Introduction to Algebraic Number Theory	ANUJ JAKHAR	3	9	MA 5430		10	10	Yes			KCB 506	Y	Rama R	SI
MA6650	803	UU		Project	Priyanka Shukla	3	9			0	0	No			KCB 505	Y	Rama R	
MA7011	804	L		Advanced Topics in Commutative Algebra	JAYANTHAN A V	3	9			0	0	No			KCB 505	Y	Radha R	
MA7015	805	G		Introduction to Cryptology	Santanu Sarkar	3	9			20	20	Yes			KCB 505	Y	Rama R	SI
MA7830	806	F		Advanced Algebra (for Ph.D Scholars)	VENKATA BALAJI T E	4	12			0	0	No			KCB 504	Y	Radha R	
MA7880	807	J		Advanced Stochastic Processes	KESAV SARANYAN KRISHNAN	4	12	MA5400		0	0	No			KCB 505	Y	Radha R	
MA7890	808	K		Advanced Algebraic Topology	Ramesh Kasilingam	4	12	Basic general topology, group and ring theory		0	0	No			KCB 505	Y	Radha R	
MD1004	809	G	Q	Medical Biochemistry	SUNIL KUMAR BODA	3	9			45	5	Yes			533	Y	Boby George	SI
MD1005	810	D		Mathematical Modelling in Physiology and Medicine	MURALI K	4	9			40	0	Yes			533_x000d_	Y	Boby George	SI
MD2003	811	E		Fluid Mechanics for Physiology	SRIKANTH VEDANTAM	4	9			45	5	Yes			533	Y	Boby George	SI
MD2004	812	B		Electrical Circuits and Bioelectricity	BOBY  GEORGE	3	11			40	0	Yes			533	Y	Boby George	SI
MD2005	813	A	T	Medical Microbiology, Immunology and Pathology	ANUBAMA RAJAN	4	12			40	0	Yes			533	Y	Boby George	SI
MD3002	814	C		Basics of Pharmacology	SIVAKUMAR VIJAYARAGHAVALU	3	11			50	20	Yes			531	Y	Boby George	SI
MD3004	815	A	S	Physiology of the Sensory System – Vision, Smell, Taste and Hearing	BOBY  GEORGE	3	11			30	0	Yes			532	Y	Boby George	SI
MD3005	816	H		Introduction to Reproductive System	SIVAKUMAR VIJAYARAGHAVALU	3	6			30	0	Yes			532	Y	Boby George	SI
MD4001	817	D	R	Pharmacokinetics and Pharmacodynamics	SUNIL KUMAR BODA	4	12			35	5	Yes			532	Y	Boby George	SI
MD4001	818	D	R	Pharmacokinetics and Pharmacodynamics	SRIKANTH VEDANTAM	4	12			35	5	Yes			532	N	Boby George	SI
MD5002	819	A	S	Introduction to Nephrology and Gastroenternology	KRISHNAKUMAR R	4	15			30	0	Yes			531	Y	Boby George	SI
MD5003	820	E		Finite Element Method for Physiologists	KRISHNAKUMAR R	3	9			30	0	Yes			531	Y	Boby George	SI
MD5004	821	B	T	Medical Image Analysis	PRADEEBA SRIDAR	3	9			40	10	Yes			531	Y	Boby George	SI
MD5005	822	B	T	Cardiovascular & Respiratory Mechanics & Hemodynamics	KRISHNAKUMAR R	3	15			30	0	Yes			532	Y	Boby George	SI
MD5015	823	TT		Understanding Data for Clinicians	PRADEEBA SRIDAR	3	12			0	0	No			566	Y	Boby George	
ME1480	824	G2		Engineering Drawing	MANOJ PANDEY	3	7	NULL		0	0	No				N	Pallab Sinha Mahapatra	
ME1480	825	G2		Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No				Y	Pallab Sinha Mahapatra	
ME1480	826	B2		Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No				Y	Pallab Sinha Mahapatra	
ME1480	827	B2		Engineering Drawing	Sourav Rakshit	3	7	NULL		0	0	No				N	Pallab Sinha Mahapatra	
ME1480	828	R1		Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No			MSB 301, MSB 302	Y	Pallab Sinha Mahapatra	
ME1480	829	G2		Engineering Drawing	Sourav Rakshit	3	7	NULL		0	0	No				N	Pallab Sinha Mahapatra	
ME1480	830	Q1		Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No			MSB 301, MSB 302	Y	Pallab Sinha Mahapatra	
ME1480	831	R1		Engineering Drawing	Sourav Rakshit	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	832	P1		Engineering Drawing	MANOJ PANDEY	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	833	P1		Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No			MSB 301, MSB 302	Y	Pallab Sinha Mahapatra	
ME1480	834	Q1		Engineering Drawing	MANOJ PANDEY	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	835	Q1		Engineering Drawing	Sourav Rakshit	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	836	P1		Engineering Drawing	Sourav Rakshit	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	837	R1		Engineering Drawing	MANOJ PANDEY	3	7	NULL		0	0	No			MSB 301, MSB 302	N	Pallab Sinha Mahapatra	
ME1480	838	B2		Engineering Drawing	MANOJ PANDEY	3	7	NULL		0	0	No				N	Pallab Sinha Mahapatra	
ME2100	839	K		Applied Thermal Engineering	VARUNKUMAR S	4	10	ME1100, AM2530		50	0	Yes			NAC 2 - 228	Y	Pallab Sinha Mahapatra	CG
ME2102	840	D		Foundations of Thermal Engineering-1	KRITHIKA NARAYANASWAMY	7	7	Thermodynamics		200	0	Yes			CRC 201, CRC 202, CRC 203	N	Pallab Sinha Mahapatra	CG
ME2102	841	D		Foundations of Thermal Engineering-1	MALLIKARJUNA J M	7	7	Thermodynamics		200	0	Yes			CRC 201, CRC 202, CRC 203	N	Pallab Sinha Mahapatra	CG
ME2102	842	D		Foundations of Thermal Engineering-1	BABU VISWANATHAN	7	7	Thermodynamics		200	0	Yes			CRC 201, CRC 202, CRC 203	Y	Pallab Sinha Mahapatra	CG
ME2200	843	E		Materials and Design	MANOJ MYNENI	4	10			200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2200	844	E		Materials and Design	RATNA KUMAR ANNABATTULA	4	10			200	0	Yes			MSB 242, MSB 243, MSB 357	Y	Pallab Sinha Mahapatra	CG
ME2200	845	E		Materials and Design	VIMAL EDACHERY	4	10			200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2302	846	B		Manufacturing Technology-I	S Sathyan	11	11			200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2302	847	B		Manufacturing Technology-I	ARUNACHALAM N	11	11			200	0	Yes			MSB 242, MSB 243, MSB 357	Y	Pallab Sinha Mahapatra	CG
ME2302	848	B		Manufacturing Technology-I	Hariharan	11	11			200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2400	849	C		Measurements,Instrumentation and Control	SUSHANTA KUMAR PANIGRAHI	5	11	NIL		200	0	Yes			MSB 242, MSB 243, MSB 357	Y	Pallab Sinha Mahapatra	CG
ME2400	850	C		Measurements,Instrumentation and Control	CHARCHIT KUMAR	5	11	NIL		200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2400	851	C		Measurements,Instrumentation and Control	MANIVANNAN P V	5	11	NIL		200	0	Yes			MSB 242, MSB 243, MSB 357	N	Pallab Sinha Mahapatra	CG
ME2482	852	P		Mechanical Engineering Lab I	SHANKAR KRISHNAPILLAI	3	3			65	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME2482	853	R		Mechanical Engineering Lab I	VISWANATH K	3	3			65	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME2482	854	Q		Mechanical Engineering Lab I	ANUJ KUMAR TIWARI	3	3			65	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME3100	855	G		Basic Thermal Engineering	DHIMAN CHATTERJEE	4	10			0	0	No			NAC 2 - 323	Y	Pallab Sinha Mahapatra	
ME3103	856	C		Energy Conversion System	SHYAMA PRASAD DAS	4	10			50	0	Yes			NAC 2 -321	Y	Pallab Sinha Mahapatra	CG
ME3302	857	A		Automation in manufacturing	SOMASHEKHAR S	0	10			240	0	Yes			MSB 242, MSB 243, MSB 245	Y	Pallab Sinha Mahapatra	CG
ME3302	858	A		Automation in manufacturing	ANUJ KUMAR TIWARI	0	10			240	0	Yes			MSB 242, MSB 243, MSB 245	N	Pallab Sinha Mahapatra	CG
ME3302	859	A		Automation in manufacturing	SAMUEL G L	0	10			240	0	Yes			MSB 242, MSB 243, MSB 245	N	Pallab Sinha Mahapatra	CG
ME3484	860	R		Mechanical Engg. Lab III	REGULAGADDA KARTIK	2	3			74	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME3484	861	S		Mechanical Engg. Lab III	ADVAITH S	2	3			74	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME3484	862	T		Mechanical Engg. Lab III	SHAMIT BAKSHI	2	3			74	0	Yes			UG/PG LAB	Y	Pallab Sinha Mahapatra	CG
ME3484	863	T		Mechanical Engg. Lab III	ANIL KUMAR MEENA	2	3			74	0	Yes			UG/PG LAB	N	Pallab Sinha Mahapatra	CG
ME4001	864	UU		Project	CHAKRAVARTHY BALAJI	3	9			100	0	Yes				Y	Chakravarthy Balaji	CG
ME4490	865	UU		B.Tech. Project	CHAKRAVARTHY BALAJI	9	27			250	0	Yes				Y	Chakravarthy Balaji	CG
ME4901	866	VV		Undergraduate Research Project	CHAKRAVARTHY BALAJI	3	9			250	0	Yes				Y	Chakravarthy Balaji	CG
ME5010	867	F		Hybrid and Electric Vehicle Technology	Mayank Mittal	3	9	Nil		30	10	Yes			ICE DIESEL HALL	Y	Raju Sethuraman	CG
ME5015	868	F		Mathematical Methods in Mechanical Engineering	SAMYA SEN	4	10	None		0	0	No			NAC 2 - 321	Y	Raju Sethuraman	
ME5020	869	R	S,T	Professional Communication Skills	CHAKRAVARTHY BALAJI	1	3	None		0	0	No			MSB 304	Y	Raju Sethuraman	
ME5107	870	C	Q	Numerical Methods in Thermal Engg	SREE HARI PERUMANATH DHARMAPALAN	4	10			120	5	Yes			CRC 201, CRC 202	Y	Raju Sethuraman	CG
ME5107	871	C	Q	Numerical Methods in Thermal Engg	SHALIGRAM TIWARI	4	10			120	5	Yes			CRC 201, CRC 202	N	Raju Sethuraman	CG
ME5109	872	A	P	Measurement in Thermal Engg	SRIKRISHNA SAHU	4	10	NIL		80	20	Yes			MSB 357	Y	Raju Sethuraman	CG
ME5115	873	E		Surfaces and Interfaces	Pallab Sinha Mahapatra	3	9			60	20	Yes			NAC 2 - 229	Y	Raju Sethuraman	CG
ME5130	874	E		Principles of Turbomachinery	DHIMAN CHATTERJEE	3	9	Nil		40	5	Yes			NAC 2 - 321	Y	Raju Sethuraman	CG
ME5131	875	G		Nanoscale Thermofluidics: Theory and Computation	SREE HARI PERUMANATH DHARMAPALAN	9	9	Basic programming skills (preferably in C++)		30	5	Yes			NAC 2 - 322	Y	Raju Sethuraman	CG
ME5132	876	F		Refrigeration and  Cryogenics	VENKATARATHNAM G	3	9	NIL		40	0	Yes			NAC 2 - 228	Y	Raju Sethuraman	CG
ME5162	877	E		Introduction to Nanofluidics in Nanopores and Nanochannels	VISHAL NANDIGANA	9	9			60	20	Yes			MSB 304	Y	Raju Sethuraman	CG
ME5204	878	A		Finite Element Analysis	NARASIMHAN SWAMINATHAN	3	9	COT		0	0	No			RMN 302	Y	Raju Sethuraman	
ME5207	879	B		Design with Advanced Engineering Materials	RAGHU PRAKASH V	3	9	COT		0	0	No			MDS 217	Y	Raju Sethuraman	
ME5228	880	G		Engineering Acoustics	CHANDRAMOULI P	3	9	Consent of Teacher		30	15	Yes			NAC 2 - 321	Y	Raju Sethuraman	CG
ME5233	881	E		Multibody Dynamics and Applications	MANOJ PANDEY	3	9	Comfortable with MATLAB or GNU/Octave; programming skills desirable		30	15	Yes			NAC 2 - 228	Y	Raju Sethuraman	CG
ME5235	882	D		Signal Processing of Mechanical Systems	ABHIJIT SARKAR	4	10			60	20	Yes			RJN 301	Y	Raju Sethuraman	CG
ME5238	883	J		Mechanics and Reliability of Semiconductor Packaging	ANIRUDH UDUPA	3	9	Recommended background: basic solid mechanics, materials science, and heat transfer. No prior fracture mechanics or finite element experience required; essential concepts (fracture, fatigue, viscoplasticity, thin film mechanics) will be introduced qualitatively before packaging-specific applications. No mandatory specialized software; demonstrations will use institute-licensed or free tools (e.g., COMSOL, ANSYS, spreadsheets).		50	30	Yes			NAC 2 - 229	Y	Raju Sethuraman	CG
ME5280	884	P		Design Practice using CAD tools	Sundararajan Natarajan	3	6	COT		0	0	No			MDS 217	Y	Raju Sethuraman	
ME5304	885	D		Manufacturing Metrology	ARUNACHALAM N	9	9			60	10	Yes			MES SH	Y	Raju Sethuraman	CG
ME5308	886	B		Smart Manufacturing	SIVASRINIVASU DEVADULA	10	10			45	5	Yes			MES SH	Y	Raju Sethuraman	CG
ME5380	887	P		Manufacturing & Precision Engg Lab	MANIVANNAN P V	2	4	NIL		0	0	No			MES LABS	Y	Raju Sethuraman	
ME5580	888	B		Thermal Desalination Technologies	SATEESH GEDUPUDI	3	9			28	10	Yes			AR HTTP SEMINAR HALL	Y	Raju Sethuraman	CG
ME6030	889	D		Linear Algebra with applications in Mechanical Engineering	MANISH ANAND	4	10	Students registered for the Ph.D. programme in Mechanical Engineering. With COT for students registered for the MS programme in Mechanical Engineering.		50	20	Yes			NAC 2 - 321	Y	Raju Sethuraman	CG
ME6121	890	F		Microfluidics and Microsystems	ASHIS KUMAR SEN	3	9	COT		25	10	Yes			NAC 2 - 322	Y	Raju Sethuraman	CG
ME6122	891	G		Jet Flow and Acoustics	SRINIVASAN K	3	9	COT		50	20	Yes			NAC 2 - 228	Y	Raju Sethuraman	CG
ME6131	892	G		Boiling Condensation and Two Phase Flow	SARITKUMAR DAS	3	9	COT		30	5	Yes			AR HTTP SEMINAR HALL	Y	Raju Sethuraman	CG
ME6133	893	E		Convective Heat Transfer	ARVIND PATTAMATTA	3	9	COT		0	0	No			AR HTTP SEMINAR HALL	Y	Raju Sethuraman	
ME6139	894	C		Simulation of IC Engine Processes	Mayank Mittal	3	9	COT		20	5	Yes			ICE DIESEL HALL	Y	Raju Sethuraman	CG
ME6148	895	D		Renewable Energy Technology	SRINIVAS REDDY K	3	9	ME2100		80	30	Yes			MSB 357	Y	Raju Sethuraman	CG
ME6151	896	D		Computational Heat & Fluid Flow	RAGHAVAN V	3	9			100	20	Yes			CRC 103	Y	Raju Sethuraman	CG
ME6154	897	D		Design & Optimisation of Energy Systems	CHAKRAVARTHY BALAJI	3	9	COT		120	20	Yes			CRC 102	Y	Raju Sethuraman	CG
ME6162	898	G		IC Engine Combustion and Pollution	ANAND K	3	9	NIL		0	0	No			ICE DIESEL HALL	Y	Raju Sethuraman	
ME6198	899	UU		MTech Project Phase III (Thermal Stream)	CHAKRAVARTHY BALAJI	13	40			0	0	No				Y	Chakravarthy Balaji	
ME6222	900	C		Design of Mechanical Transmission systems	RAMKUMAR P	3	9	COT		0	0	No			MDS 217	Y	Raju Sethuraman	
ME6225	901	F		Failure Analysis and  Design	GNANAMOORTHY R	3	9	COT		40	20	Yes			MDS 217	Y	Raju Sethuraman	CG
ME6226	902	G		Product Reliability	PIYUSH SHAKYA	3	9	COT		65	15	Yes			MDS 217	Y	Raju Sethuraman	CG
ME6230	903	D		Mechanics of Human Movement	SUJATHA SRINIVASAN	3	9	COT		40	20	Yes			NAC 2 - 228	Y	Raju Sethuraman	CG
ME6236	904	H		Mechanics of Slender Structures	RAUSHAN SINGH	9	9	ME5201 (Computational Methods in Engineering) or Equivalent		30	10	Yes			MDS 306	Y	Raju Sethuraman	CG
ME6298	905	UU		M.Tech Project Phase III (Design Stream)	CHAKRAVARTHY BALAJI	13	40			0	0	No				Y	Chakravarthy Balaji	
ME6320	906	G		Micro Manufacturing Technology	SAMUEL G L	3	9			60	10	Yes			MES SH	Y	Raju Sethuraman	CG
ME6331	907	K		Treatment of Material	ANIL KUMAR MEENA	3	9	NIL		30	5	Yes			MES SH	Y	Raju Sethuraman	CG
ME6333	908	E		Machining Science & Technology	AMITAVA GHOSH	3	9			45	5	Yes			MES SH	Y	Raju Sethuraman	CG
ME6334	909	A		Advanced Sheet Metal Forming	SUSHANTA KUMAR PANIGRAHI	3	9			60	10	Yes			MES SH	Y	Raju Sethuraman	CG
ME6355	910	F		Topology optimization	Sourav Rakshit	3	9	Finite element methods/COT		30	10	Yes			MDS 306	Y	Raju Sethuraman	CG
ME6398	911	UU		M.Tech Project Phase III (Manufacturing Stream)	CHAKRAVARTHY BALAJI	35	35			0	0	No				Y	Chakravarthy Balaji	
ME6493	912	UU		Project - Phase III	CHAKRAVARTHY BALAJI	40	40			0	0	No				Y	Chakravarthy Balaji	
ME6593	913	UU		Project - Phase III	CHAKRAVARTHY BALAJI	40	40			0	0	No				Y	Chakravarthy Balaji	
ME6693	914	UU		Project - Phase III	CHAKRAVARTHY BALAJI	40	40			0	0	No				Y	Chakravarthy Balaji	
ME7221	915	M		Tribology in Design	VIMAL EDACHERY	3	9	COT		0	0	No			MDS 217	N	Raju Sethuraman	
ME7221	916	M		Tribology in Design	RAMKUMAR P	3	9	COT		0	0	No			MDS 217	Y	Raju Sethuraman	
ME7223	917	D		Optimization Methods for Mechanical Design	SHANKAR KRISHNAPILLAI	3	9	COT		50	10	Yes			MSB 242	Y	Raju Sethuraman	CG
ME7227	918	D		Nonlinear Finite Element Analysis of Solid Continua	RAJU SETHURAMAN	3	9	ME6800 and ME7660 or Equivalent (COT)		0	0	No			MDS 306	Y	Raju Sethuraman	
ME7234	919	D		Introduction to Fracture Mechanics	RAGHU PRAKASH V	3	9	COT		40	15	Yes			MDS 217	Y	Raju Sethuraman	CG
ME7790	920	F		Heat and  Fluid Flow in Porous Media	ARUNN NARASIMHAN	3	9	COT		25	10	Yes			AR HTTP SEMINAR HALL	Y	Raju Sethuraman	CG
MM1003	921	C		Thermodynamics of Materials	Sreeram K. Kalpathy	3	10	None		0	0	No			KCB 204	Y	Balasubramanian M	
MM2080	922	E		Principles of Extractive Metallurgy	AJAY KUMAR SHUKLA	3	12			0	0	No			KCB 222	Y	Balasubramanian M	
MM3010	923	B		Physics of Materials	PARASURAMAN SWAMINATHAN	3	9	None		0	0	No			KCB 222	Y	Balasubramanian M	
MM3014	924	ZZ		Undergraduate Research in Materials - 1	Satyesh	5	5	Listed under Contents.		20	10	Yes			KCB	Y	Subramanya Sarma V	SI
MM3015	925	Q		Processing Lab	Sreeram K. Kalpathy	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3015	926	Q		Processing Lab	Satyesh	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3015	927	Q		Processing Lab	RAVIKUMAR N V	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3015	928	Q		Processing Lab	UDAY CHAKKINGAL	2	5			0	0	No			KCB	Y	Balasubramanian M	
MM3020	929	A		Iron Making and Steel Making	K C HARI KUMAR	4	12	None		0	0	No			CRC 201	Y	Lakshman Neelakantan	
MM3020	930	A		Iron Making and Steel Making	SUBRAMANYA SARMA V	4	12	None		0	0	No			CRC 201	N	Lakshman Neelakantan	
MM3030	931	D		Materials Characterization	SOMNATH BHATTACHARYYA	3	9			0	0	No			KCB 222	Y	Lakshman Neelakantan	
MM3041	932	C		Deformation Processing and Forming	BHATTACHARYA S S	3	9			0	0	No			KCB 222	Y	Lakshman Neelakantan	
MM3070	933	G		Solidification Processing and Casting	HEMAPRABHA E	3	9			50	15	Yes			KCB 222	Y	Lakshman Neelakantan	SI
MM3100	934	R		Materials Characterisation Lab	HEMAPRABHA E	2	5			0	0	No			KCB 204	N	Balasubramanian M	
MM3100	935	P		Materials Characterisation Lab	RAVIKUMAR N V	2	5			0	0	No			KCB	Y	Balasubramanian M	
MM3100	936	R		Materials Characterisation Lab	Pradeep	2	5			0	0	No			KCB 204	Y	Balasubramanian M	
MM3100	937	R		Materials Characterisation Lab	BHUVANESH SRINIVASAN	2	5			0	0	No			KCB 204	N	Balasubramanian M	
MM3100	938	P		Materials Characterisation Lab	Sreeram K. Kalpathy	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3100	939	P		Materials Characterisation Lab	SANKARAN S	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3100	940	R		Materials Characterisation Lab	SOMNATH BHATTACHARYYA	2	5			0	0	No			KCB 204	N	Balasubramanian M	
MM3100	941	P		Materials Characterisation Lab	SUBRAMANYA SARMA V	2	5			0	0	No			KCB	N	Balasubramanian M	
MM3200	942	E		Surface Modifications	SRINIVASA RAO BAKSHI	3	9	None		60	10	Yes			KCB 205	Y	Lakshman Neelakantan	SI
MM4020	943	YY		Industrial Training	SUBRAMANYA SARMA V	2	0			0	0	No			KCB	N	Subramanya Sarma V	
MM4020	944	YY		Industrial Training	AJAY KUMAR SHUKLA	2	0			0	0	No			KCB	Y	Subramanya Sarma V	
MM4030	945	ZZ		Undergraduate Research in Materials - 2	Satyesh	10	10	Undergraduate Research in Materials - 1		10	10	Yes			KCB	Y	Subramanya Sarma V	SI
MM4120	946	UU		Project II	SUBRAMANYA SARMA V	9	18			40	0	Yes			KCB	N	Subramanya Sarma V	SI
MM4120	947	UU		Project II	HEMAPRABHA E	9	18			40	0	Yes			KCB	N	Subramanya Sarma V	SI
MM4120	948	UU		Project II	BHUVANESH SRINIVASAN	9	18			40	0	Yes			KCB	Y	Subramanya Sarma V	SI
MM5013	949	F		Textures in Materials	SUBRAMANYA SARMA V	3	9			30	10	Yes			KCB 124	Y	Ganesh Sundara Raman	SI
MM5017	950	H		Electronic materials and devices	SURENDRA BABU ANANTHARAMAN	3	9	COT		10	10	Yes			KCB 204	Y	Bhattacharya S S	SI
MM5020	951	B		Modern Techniques of Material Characterization	Pradeep	3	9	NIL		0	0	No			KCB 205	Y	Sabita Sarkar	
MM5021	952	H		Deformation and Failure of Materials at Elevated Temperatures	RAVI SANKAR K	3	9	NIL		0	0	No			KCB 134	Y	Ganesh Sundara Raman	
MM5022	953	H		Fundamentals of Iron & Steel Making	SABITA SARKAR	3	9	None		0	0	No			KCB 124	Y	Bhattacharya S S	
MM5030	954	G		Materials in renewable energy technologies	PRATHAP HARIDOSS	3	9			70	30	Yes			CRC 103	Y	Bhattacharya S S	SI
MM5041	955	K		Medical Materials	SAMPATHKUMAR T S	3	9	Project on biomaterials for final year UG students		0	0	No			KCB 134	Y	Bhattacharya S S	
MM5090$	956	UU		Project	SABITA SARKAR	3	40			0	0	No			KCB	Y	Subramanya Sarma V	
MM5090$	957	UU		Project	SUBRAMANYA SARMA V	3	40			0	0	No			KCB	N	Subramanya Sarma V	
