SNo	Slot	AdditionalSlot	CourseNo	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
774	B 		MA1101*	Calculus	ANUJ JAKHAR	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
775	B 		MA1101*	Calculus	ABHISHEK GHOSH	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
776	B 		MA1101*	Calculus	SATYAJIT ROY	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
777	B 		MA1101*	Calculus	VENKATA BALAJI T E	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	N	Nandita Das Gupta	
778	B 		MA1101*	Calculus	SOUNAKA MISHRA	4	10			0	0	No			RMN101, RMN102, RMN201, RMN202, RJN101, RJN102, RJN201, RJN202, RJN301, RJN302	Y	Nandita Das Gupta	
779	C 	F	MA1103	Introduction to Scientific Computing	G. ARUNKUMAR	4	12			0	0	No			KCB 520	Y	Arindama Singh	
780	A 		MA2101	Linear Algebra via Matrices	Sumesh K	3	9			73	73	Yes			CRC201, CRC202, CRC203	N	Arindama Singh	SI
781	A 		MA2101	Linear Algebra via Matrices	KUNAL KRISHNA MUKHERJEE	3	9			73	73	Yes			CRC201, CRC202, CRC203	N	Arindama Singh	SI
782	A 		MA2101	Linear Algebra via Matrices	SIVAKUMAR K C	3	9			73	73	Yes			CRC201, CRC202, CRC203	Y	Arindama Singh	SI
783	A 		MA2102	Differential Equations	FIROJ SK	3	9	Partial derivatives and Series		95	95	Yes			CRC204, CRC205, CRC304	N	Arindama Singh	SI
784	A 		MA2102	Differential Equations	ARYA KUMAR BEDABRATA CHAND	3	9	Partial derivatives and Series		95	95	Yes			CRC204, CRC205, CRC304	Y	Arindama Singh	SI
785	A 		MA2102	Differential Equations	BARUN SARKAR	3	9	Partial derivatives and Series		95	95	Yes			CRC204, CRC205, CRC304	N	Arindama Singh	SI
786	A 		MA2103	Probability, Stochastic Processes & Statistics	VETRIVEL V	3	9			113	113	Yes			FFT Terrace	Y	Arindama Singh	SI
787	A 		MA2104	Complex Analysis	ANWOY MAITRA	3	6	Partial derivatives		20	20	Yes			CRC305	Y	Arindama Singh	SI
788	H1	J1, K1	MA5012	A Review of Foundations in Mathematics	JAYANTHAN A V	1	3			0	0	No			KCB 519	Y	Arindama Singh	
789	E 		MA5014	Applied Stochastic Processes	SUBHAJIT GHOSH	3	9			10	10	Yes			KCB 506	Y	Arindama Singh	SI
790	A 		MA5103	Applied Mathematics and Modelling	Priyanka Shukla	4	10			10	10	Yes			KCB 504	Y	Arindama Singh	SI
791	B 		MA5104	Statistical Inference and Learning	RAKHI SINGH	4	10			10	10	Yes			KCB 504	Y	Arindama Singh	SI
792	P 	Q, R, S	MA5105	Scientific Computing & Advanced Programming Lab	ARINDAMA SINGH	4	12			0	0	No			KCB 520	Y	Arindama Singh	
793	H 		MA5140	Introduction to Algebraic Topology	SOUMEN SARKAR	3	9	NIL		10	10	Yes			KCB 506	Y	Arindama Singh	SI
794	UU		MA5260	Seminar	P Aprameyan	2	6			0	0	No			KCB 520	Y	Arindama Singh	
795	C 		MA5310	Linear Algebra	JAYANTHAN A V	3	9	NULL		10	10	Yes			KCB 519	Y	Arindama Singh	SI
796	K 		MA5312	Stochastic Differential Equations	KESAV SARANYAN KRISHNAN	3	9			10	10	Yes			KCB 506	Y	Arindama Singh	SI
797	L 		MA5315	Differential Topology	SUHAS JAYKUMAR PANDIT	3	9	MA5310, MA5370,MA5380		10	10	Yes			KCB 506	Y	Arindama Singh	SI
798	B 		MA5320	Groups, Rings and Modules	ARINDAMA SINGH	4	10			10	10	Yes			KCB 519	Y	Arindama Singh	SI
799	A 		MA5330	Real Analysis	SATHISH KUMAR A	4	10	Knowledge of sequences and series of complex numbers, continuity and differentiability of a real variable		10	10	Yes			KCB 519	Y	Arindama Singh	SI
800	E 		MA5370	Multivariable Calculus	BIDHAN CHANDRA SARDAR	4	10			10	10	Yes			KCB 519	Y	Arindama Singh	SI
801	D 		MA5390	Ordinary Differential Equations	SHRUTI DUBEY	4	10			10	10	Yes			KCB 519	Y	Arindama Singh	SI
802	B 		MA5430	Algebra II Ring Theory & Field Theory	ARIJIT DEV	3	9	MA5320 Algebra I		10	10	Yes			KCB 506	Y	Arindama Singh	SI
803	F 		MA5450	Functional Analysis	ANOOP	3	9	MA5310  Linear algebra, MA5330 Real analysis, MA5340  Measure and Integration, MA5360 Complex analysis		10	10	Yes			KCB 519	Y	Arindama Singh	SI
804	C 		MA5890	Numerical Linear Algebra	SANYASIRAJU Y V S S	3	9	Linear Algebra at undergraduate level		10	10	Yes			KCB 504	Y	Arindama Singh	SI
805	D 		MA5910	Data Structures and Algorithms	Santanu Sarkar	3	12	NIL		10	10	Yes			KCB 504	Y	Arindama Singh	SI
806	G 		MA5950	Mathematical Finance	NEELESH S UPADHYE	3	9	MA2040		10	10	Yes			KCB 504	Y	Arindama Singh	SI
807	UU		MA5960	Project Proposal & Progress	SHAIJU A J	4	14			0	0	No			KCB 506	Y	Arindama Singh	
808	C 		MA6005	Applied Linear Algebra	BALAJI R	3	9	MA5310 Linear Algebra		10	10	Yes			KCB 506	Y	Arindama Singh	SI
809	H 		MA6080	Fourier Analysis	P Aprameyan	3	9	MA5330 Real Analysis, MA5340 Measure and Integration and MA5360 Complex Analysis.		10	10	Yes			KCB 505	Y	Arindama Singh	SI
810	D 		MA6190	Mathematical Logic	ARINDAMA SINGH	3	9	Formal proofs, resolution, Axiom systems, strong completeness and compactness of propositional logic.		10	10	Yes			KCB 506	Y	Arindama Singh	SI
811	A 		MA6230	Graph Theory	NARAYANAN N	3	9	NIL		10	10	Yes			KCB 506	Y	Arindama Singh	SI
812	K 		MA6470	Commutative Algebra	SARANG SHARAD SANE	3	9	NULL		10	10	Yes			KCB 505	Y	Arindama Singh	SI
813	G 		MA6480	Galois Theory	UMA V	3	9	NULL		10	10	Yes			KCB 505	N	Arindama Singh	SI
814	G 		MA6480	Galois Theory	Dipramit	3	9	NULL		10	10	Yes			KCB 505	Y	Arindama Singh	SI
815	F 		MA7840	Analysis (for Ph.D Scholars)	SRIRAM B	4	12			0	0	No			KCB 505	Y	Arindama Singh	
816	H 		MA7850	Advanced Differential Equations	SRINIVASA RAO C H	4	12			0	0	No			KCB 504	Y	Arindama Singh	
817	J 		MA7870	Game Dynamics	SHAIJU A J	3	9			0	0	No			KCB 505	Y	Arindama Singh	
818	A 		MD1001	Mechanics for Medical Scientists	SRIKANTH VEDANTAM	4	9			40	0	Yes			531	Y	Boby George	SI
819	E 		MD1002	Hierarchical Structure of the Human Body	SANJUKTA PATRA	4	9			40	0	Yes			531	Y	Boby George	SI
820	B 		MD1003	Mathematical Foundations for Medical Scientists	BOBY  GEORGE	4	9			40	0	Yes			531	Y	Boby George	SI
821	D 	P	MD2001	Software Skills for Medical Scientists	PRADEEBA SRIDAR	4	12			40	0	Yes			531	Y	Boby George	SI
822	F 	Q,S	MD2002	Introduction to Anatomy	A SHARIFF	4	9			40	0	Yes			531	Y	Boby George	SI
823	A 	P	MD2006	Medical Genetics	Narayanan Madaboosi Srinivasan	3	9			40	0	Yes			533	Y	Boby George	SI
824	F 		MD2007	Physics of Medical Imaging 	Rupsa Bhattacharjee	3	9			40	0	Yes			533	Y	Boby George	SI
825	C 		MD2008	Introduction to Biomedical Signal Processing	BOBY  GEORGE	3	9			40	0	Yes			533	Y	Boby George	SI
826	B 	Q	MD2009	Statistics for Clinical Research	Rupsa Bhattacharjee	3	9			40	0	Yes			533	Y	Boby George	SI
827	D 	R	MD3001	Quantitative Human Physiology	MURALI K	3	9			40	0	Yes			533	Y	Boby George	SI
828	A 	S	MD3003	Introduction to Basic and Clinical Neuroscience	PARVEEN	3	15			30	0	Yes			534	Y	Boby George	SI
829	A 		MD4002	Introduction to Endocrinology	ANUBAMA RAJAN	2	6			30	0	Yes			532	Y	Boby George	SI
830	B 	Q	MD4003	Introduction to Surgery and Surgical Devices	SIVAKUMAR VIJAYARAGHAVALU	3	9			30	0	Yes			532	Y	Boby George	SI
831	C 	R	MD5001	AI in Medicine 	PRADEEBA SRIDAR	3	9			40	10	Yes			532	Y	Boby George	SI
832	D 	P	MD5007	Orthopaedic Biomechanics	KRISHNAKUMAR R	4	12			30	0	Yes			534	Y	Boby George	SI
833	E 		MD5008	Control Systems in Biomedical Systems and Devices	KRISHNAKUMAR R	3	9			40	5	Yes			532	Y	Boby George	SI
834	YY		MD5013	Foundations of Mathematics for Clinicians	PRADEEBA SRIDAR	3	12			20	3	Yes			534	Y	Boby George	SI
835	A 	T	MD5014	Introduction to Python Programming for Clinicians	PRADEEBA SRIDAR	4	12			20	3	Yes			534	Y	Boby George	SI
836	G 		MD5027	Epigenetic Therapeutics and Translational Medicine	SIVAKUMAR VIJAYARAGHAVALU	3	9			40	5	Yes			532	Y	Boby George	SI
837	C1	C2	ME1100	Thermodynamics	DHIMAN CHATTERJEE	3	10	Nil		0	0	No			RJN 101, RJN 102, RJN 201	Y	Srikrishna Sahu	
838	A1		ME1100	Thermodynamics	ANAND K	3	10	Nil		0	0	No			RMN 101, RMN 102, RMN 201, RMN 202, RMN 301	N	Srikrishna Sahu	
839	A1		ME1100	Thermodynamics	Mayank Mittal	3	10	Nil		0	0	No			RMN 101, RMN 102, RMN 201, RMN 202, RMN 301	N	Srikrishna Sahu	
840	A1		ME1100	Thermodynamics	KAMESWARARAO ANUPINDI	3	10	Nil		0	0	No			RMN 101, RMN 102, RMN 201, RMN 202, RMN 301	Y	Srikrishna Sahu	
841	A1		ME1100	Thermodynamics	SRINIVASAN K	3	10	Nil		0	0	No			RMN 101, RMN 102, RMN 201, RMN 202, RMN 301	N	Srikrishna Sahu	
842	C1	C2	ME1100	Thermodynamics	SHAMIT BAKSHI	3	10	Nil		0	0	No			RJN 101, RJN 102, RJN 201	N	Srikrishna Sahu	
843	A1		ME1100	Thermodynamics	VARUNKUMAR S	3	10	Nil		0	0	No			RMN 101, RMN 102, RMN 201, RMN 202, RMN 301	N	Srikrishna Sahu	
844	C1	C2	ME1100	Thermodynamics	RAGHAVAN V	3	10	Nil		0	0	No			RJN 101, RJN 102, RJN 201	N	Srikrishna Sahu	
845	Q1		ME1401	Introduction to Computing for Mechanical Engineers	RATNA KUMAR ANNABATTULA	4	12			0	0	No			RMN 101, RMN 102, RMN 201, HPCF Lab	Y	Srikrishna Sahu	
846	F1		ME1401	Introduction to Computing for Mechanical Engineers	RATNA KUMAR ANNABATTULA	4	12			0	0	No			RMN 101, RMN 102, RMN 201	Y	Srikrishna Sahu	
847	Q1		ME1401	Introduction to Computing for Mechanical Engineers	S Sathyan	4	12			0	0	No			RMN 101, RMN 102, RMN 201, HPCF Lab	N	Srikrishna Sahu	
848	F1		ME1401	Introduction to Computing for Mechanical Engineers	Pallab Sinha Mahapatra	4	12			0	0	No			RMN 101, RMN 102, RMN 201	N	Srikrishna Sahu	
849	F1		ME1401	Introduction to Computing for Mechanical Engineers	S Sathyan	4	12			0	0	No			RMN 101, RMN 102, RMN 201	N	Srikrishna Sahu	
850	Q1		ME1401	Introduction to Computing for Mechanical Engineers	Pallab Sinha Mahapatra	4	12			0	0	No			RMN 101, RMN 102, RMN 201, HPCF Lab	N	Srikrishna Sahu	
851	S1		ME1480	Engineering Drawing	VISHAL NANDIGANA	3	7	NULL		0	0	No			MSB 301, MSB 302, CAE LAB	N	Srikrishna Sahu	
852	D2		ME1480	Engineering Drawing	VISHAL NANDIGANA	3	7	NULL		0	0	No			CRC 202, CRC 203	N	Srikrishna Sahu	
853	S1		ME1480	Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No			MSB 301, MSB 302, CAE LAB	Y	Srikrishna Sahu	
854	D2		ME1480	Engineering Drawing	RAMKUMAR P	3	7	NULL		0	0	No			CRC 202, CRC 203	Y	Srikrishna Sahu	
855	D2		ME1480	Engineering Drawing	SHANKAR KRISHNAPILLAI	3	7	NULL		0	0	No			CRC 202, CRC 203	N	Srikrishna Sahu	
856	S1		ME1480	Engineering Drawing	CHARCHIT KUMAR	3	7	NULL		0	0	No			MSB 301, MSB 302, CAE LAB	N	Srikrishna Sahu	
857	D2		ME1480	Engineering Drawing	CHARCHIT KUMAR	3	7	NULL		0	0	No			CRC 202, CRC 203	N	Srikrishna Sahu	
858	S1		ME1480	Engineering Drawing	SHANKAR KRISHNAPILLAI	3	7	NULL		0	0	No			MSB 301, MSB 302, CAE LAB	N	Srikrishna Sahu	
859	B 		ME2201	Kinematics and Dynamics of Machinery	MANOJ MYNENI	4	10	AM1100		0	0	No			RMN 301, RMN 302	Y	Srikrishna Sahu	
860	B 		ME2201	Kinematics and Dynamics of Machinery	PARAG RAVINDRAN	4	10	AM1100		0	0	No			RMN 301, RMN 302	N	Srikrishna Sahu	
861	C 		ME3101	Heat Transfer	REGULAGADDA KARTIK	4	10	AM2530		0	0	No			CRC 203, CRC 204, CRC 205	N	Srikrishna Sahu	
862	C 		ME3101	Heat Transfer	SAMYA SEN	4	10	AM2530		0	0	No			CRC 203, CRC 204, CRC 205	N	Srikrishna Sahu	
863	C 		ME3101	Heat Transfer	SATEESH GEDUPUDI	4	10	AM2530		0	0	No			CRC 203, CRC 204, CRC 205	Y	Srikrishna Sahu	
864	B 		ME3105	Foundations of Thermal Engg-2 	SRIKRISHNA SAHU	7	7	Thermodynamics, Fluid Mechanics		0	0	No			CRC 203, CRC 204, CRC 205	N	Srikrishna Sahu	
865	B 		ME3105	Foundations of Thermal Engg-2 	ADVAITH S	7	7	Thermodynamics, Fluid Mechanics		0	0	No			CRC 203, CRC 204, CRC 205	N	Srikrishna Sahu	
866	B 		ME3105	Foundations of Thermal Engg-2 	SHYAMA PRASAD DAS	7	7	Thermodynamics, Fluid Mechanics		0	0	No			CRC 203, CRC 204, CRC 205	Y	Srikrishna Sahu	
867	F 		ME3203	Introduction to Machine Design	Sourav Rakshit	3	8	AM1100, AM2200, ME2200 and ME2201		0	0	No			MSB 245, MSB 242, MSB 243	Y	Srikrishna Sahu	
868	F 		ME3203	Introduction to Machine Design	ABHISHEK SAINI	3	8	AM1100, AM2200, ME2200 and ME2201		0	0	No			MSB 245, MSB 242, MSB 243	N	Srikrishna Sahu	
869	F 		ME3203	Introduction to Machine Design	ANIRUDH UDUPA	3	8	AM1100, AM2200, ME2200 and ME2201		0	0	No			MSB 245, MSB 242, MSB 243	N	Srikrishna Sahu	
870	Q 	T	ME3283	Computer Aided Machine Drawing	PIYUSH SHAKYA	3	6	ME1480		0	0	No			CAE LAB	N	Srikrishna Sahu	
871	Q 	T	ME3283	Computer Aided Machine Drawing	Sourav Rakshit	3	6	ME1480		0	0	No			CAE LAB	Y	Srikrishna Sahu	
872	A 		ME3305	Manufacturing Technology-II	ANIL KUMAR MEENA	11	11			0	0	No			MSB 242, MSB 243, MSB 245	N	Srikrishna Sahu	
873	A 		ME3305	Manufacturing Technology-II	AMITAVA GHOSH	11	11			0	0	No			MSB 242, MSB 243, MSB 245	Y	Srikrishna Sahu	
874	A 		ME3305	Manufacturing Technology-II	SIVASRINIVASU DEVADULA	11	11			0	0	No			MSB 242, MSB 243, MSB 245	N	Srikrishna Sahu	
875	P 	R,S	ME3483	Mechanical Engineering Lab II	CHARCHIT KUMAR	3	3			0	0	No			UG/PG LAB	N	Srikrishna Sahu	
876	P 	R,S	ME3483	Mechanical Engineering Lab II	SHANKAR KRISHNAPILLAI	3	3			0	0	No			UG/PG LAB	Y	Srikrishna Sahu	
877	P 	R,S	ME3483	Mechanical Engineering Lab II	VISWANATH K	3	3			0	0	No			UG/PG LAB	N	Srikrishna Sahu	
878	VV		ME4001	Project	CHAKRAVARTHY BALAJI	3	9			100	0	Yes				Y	Chakravarthy Balaji	CG
879	D 		ME4010	Control Systems	MANISH ANAND	4	10			60	10	Yes			MSB 242	Y	Srikrishna Sahu	CG
880	ZZ		ME4901	Undergraduate Research Project	CHAKRAVARTHY BALAJI	3	9			100	0	Yes				Y	Chakravarthy Balaji	CG
881	F 		ME5011	Plasticity and damage mechanics	Hariharan	9	9	Strength of materials or equivalent 		40	20	Yes			MSB 305	Y	Somashekhar S	CG
882	E 		ME5041	Data Science for Mechanical Engineers	NARASIMHAN SWAMINATHAN	4	10			0	0	No			CRC 101, CRC 102	N	Somashekhar S	
883	E 		ME5041	Data Science for Mechanical Engineers	CHAKRAVARTHY BALAJI	4	10			0	0	No			CRC 101, CRC 102	Y	Somashekhar S	
884	B 		ME5101	Advanced Heat & Mass Transfer	ARVIND PATTAMATTA	3	10			0	0	No			MSB 357, MSB 243	N	Somashekhar S	
885	B 		ME5101	Advanced Heat & Mass Transfer	ARUNN NARASIMHAN	3	10			0	0	No			MSB 357, MSB 243	Y	Somashekhar S	
886	G 		ME5103	Incompressible Fluid Flow 	ASHIS KUMAR SEN	3	9	COT		0	0	No			NAC 2 228	Y	Somashekhar S	
887	A 		ME5103	Incompressible Fluid Flow 	BABU VISWANATHAN	3	9	COT		0	0	No			MSB 358	Y	Somashekhar S	
888	D 		ME5105	Applied Thermodynamics	MALLIKARJUNA J M	3	9			0	0	No			MSB 357	Y	Somashekhar S	
889	J 		ME5128	Principles of Product Design	VIMAL EDACHERY	3	9	COT		15	5	Yes			MSB 245	Y	Somashekhar S	CG
890	D 		ME5129	Principles of Thermal Energy Conversion	RAGHAVAN V	3	9			40	10	Yes			MSB 245	Y	Somashekhar S	CG
891	F 		ME5132	Refrigeration and  Cryogenics	VENKATARATHNAM G	3	9	NIL		40	10	Yes			NAC 2 229	Y	Somashekhar S	CG
892	Q 		ME5180	Thermal Engineering Lab	SREE HARI PERUMANATH DHARMAPALAN		3			0	0	No			UG/PG LAB	Y	Somashekhar S	
893	D 		ME5203	Advanced Mechanics of Solids	RAJU SETHURAMAN	3	9	COT		0	0	No			MDS 217	Y	Somashekhar S	
894	F 		ME5204	Finite Element Analysis	RAUSHAN SINGH	3	9	COT		40	10	Yes			MDS 217	Y	Somashekhar S	CG
895	C 		ME5205	Theory of Vibration	PIYUSH SHAKYA	3	9	COT		30	10	Yes			MDS 217	Y	Somashekhar S	CG
896	M 		ME5253	Network Dynamics and Controls in Mechanical Engineering	ANUJ KUMAR TIWARI	10	10			30	10	Yes			NAC 2 321	Y	Somashekhar S	CG
897	P 		ME5281	Mechanical Design Laboratory	MANOJ PANDEY	2	3			0	0	No			MDS LAB	Y	Somashekhar S	
898	D 		ME5301	Advanced Materials Processing and Characterization 	SUSHANTA KUMAR PANIGRAHI	3	9	NIL		0	0	No			MES SH	Y	Somashekhar S	
899	D 		ME5306	Introduction to Autonomous Vehicles	MANIVANNAN P V	3	9	Nil		0	0	No			MSB 305	Y	Somashekhar S	
900	C 		ME5307	Modelling and Simulation in Manufacturing	S Sathyan	3	9			45	5	Yes			MSB 242	Y	Somashekhar S	CG
901	B 		ME5309	Mechatronics Systems for Manufacturing	MANIVANNAN P V	9	9			50	10	Yes			MSB 358	Y	Somashekhar S	CG
902	C 		ME5323	Microprocessors in Automation	SOMASHEKHAR S	3	9	NIL		50	5	Yes			MSB 357	Y	Somashekhar S	CG
903	Q 		ME5381	BASIC MANUFACTURING LAB	AMITAVA GHOSH	0	4			0	0	No			UG/PG LAB 	Y	Somashekhar S	
904	A 	S	ME5401	Scientific Computing using Python	SIDDHESH VIVEK SAKHALKAR	12	12			0	0	No			MSB 357, HPCF LAB	Y	Somashekhar S	
905	Q 		ME5485	Geometric Modelling & Scientific Computing Lab	Sundararajan Natarajan	3	3			0	0	No			HPCF	Y	Somashekhar S	
906	F 		ME5590	Decarbonisation technologies	VARUNKUMAR S	3	9	None		15	0	Yes			NAC 2 228	Y	Somashekhar S	CG
907	F 		ME6127	Energy & Environment	SRINIVAS REDDY K	3	9	COT		80	30	Yes			MSB 357	Y	Somashekhar S	CG
908	F 		ME6139	Simulation of IC Engine Processes	Mayank Mittal	3	9	COT		10	5	Yes			DIESEL HALL	Y	Somashekhar S	CG
909	VV		ME6197	Project Phase II	CHAKRAVARTHY BALAJI	12	35			0	0	No				Y	Chakravarthy Balaji	
910	G 		ME6220	Heat Exchanger Design	SARITKUMAR DAS	3	9	NIL		30	10	Yes			HTTP SEMINAR HALL	Y	Somashekhar S	CG
911	D 		ME6221	Theory of Mechanisms	SUJATHA SRINIVASAN	3	9	COT		20	10	Yes			NAC 2 228	Y	Somashekhar S	CG
912	G 		ME6227	Variational Principles in Mechanics	ABHIJIT SARKAR	3	9	COT		40	20	Yes			MDS 217	Y	Somashekhar S	CG
913	F 		ME6237	Engineering design of additively manufactured components	GNANAMOORTHY R	3	9			40	15	Yes			MDS 306	Y	Somashekhar S	CG
914	VV		ME6297	MTech Project Phase II (Mechanical Design)	CHAKRAVARTHY BALAJI	35	35			0	0	No				Y	Chakravarthy Balaji	
915	K 		ME6324	Artificial Intelligence in Mfg.	SAMUEL G L	3	9	NIL		150	20	Yes			CRC 101	Y	Somashekhar S	CG
916	G 		ME6343	Oil Hyd. & Pneumatic Systems	SOMASHEKHAR S	3	9	Fluid Mechanics		50	5	Yes			MSB 357	Y	Somashekhar S	CG
917	F 		ME6345	Solid Freeform Manufacturing	ARUNACHALAM N	3	9			50	10	Yes			MES SH	Y	Somashekhar S	CG
918	VV		ME6397	M.Tech Project Phase II (Manufacturing Stream)	CHAKRAVARTHY BALAJI	35	35			0	0	No				Y	Chakravarthy Balaji	
919	UU		ME6492	Project - Phase II	CHAKRAVARTHY BALAJI	23	23			0	0	No				Y	Chakravarthy Balaji	
920	UU		ME6592	Project - Phase II	CHAKRAVARTHY BALAJI	24	24			0	0	No				Y	Chakravarthy Balaji	
921	UU		ME6692	Project - Phase II	CHAKRAVARTHY BALAJI	24	24			0	0	No				Y	Chakravarthy Balaji	
922	R 		ME6999	Special Topics in Mechanical Engineering	SOMASHEKHAR S	3	6			0	0	No				Y	Somashekhar S	
923	H 		ME7221	Tribology in Design	RAMKUMAR P	3	9	COT		0	0	No			MDS 217	Y	Somashekhar S	
924	C 		ME7223	Optimization Methods for Mechanical Design	MANOJ PANDEY	3	9	COT		20	10	Yes			NAC 2 321	Y	Somashekhar S	CG
925	F 		ME7224	Modal Analysis of Mechanical Systems	CHANDRAMOULI P	3	9	COT		20	10	Yes			NAC 2 321	Y	Somashekhar S	CG
926	E 		ME7234	Introduction to Fracture Mechanics	RAGHU PRAKASH V	3	9	COT		0	0	No			MDS 217	Y	Somashekhar S	
927	P 		ME7999	Special Topics in Mechanical Engineering	SOMASHEKHAR S	3	6			0	0	No				Y	Somashekhar S	
928	D1		MM1002	Structure of Materials	SUBRAMANYA SARMA V	3	9	None		0	0	No			KCB 222	Y	Bhattacharya S S	
929	E1		MM1004	Introduction to Mathematical Computing 	SUBRAMANYA SARMA V	6	6			0	0	No			KCB 222	Y	Bhattacharya S S	
930	C 		MM2010	Principles of Physical Metallurgy	MURUGAIYAN A	3	9			0	0	No			KCB 222	Y	Kanjarla Anand Krishna	
931	A 		MM2020	Deformation and Failure of Materials	GANESH SUNDARA RAMAN	4	9	No		0	0	No			KCB 222	Y	Somnath Bhattacharyya	
932	B 		MM2041	Transport Phenomena in Materials	GANDHAM PHANIKUMAR	4	10	No		0	0	No			KCB 222	Y	Somnath Bhattacharyya	
933	T 		MM2120	Physical and Mechanical Metallurgy Laboratory	GANESH SUNDARA RAMAN	2	6	No		0	0	No			KCB	N	Lakshman Neelakantan	
934	T 		MM2120	Physical and Mechanical Metallurgy Laboratory	MURUGAIYAN A	2	6	No		0	0	No			KCB	Y	Lakshman Neelakantan	
935	ZZ		MM3014	Undergraduate Research in Materials - 1	Satyesh	5	5	Listed under Contents.		50	10	Yes			KCB	Y	Subramanya Sarma V	SI
936	E 		MM3090	Environmental Degradation of Materials	J MANOJ PRABHAKAR	3	9	Nil		0	0	No			KCB 204	Y	Bhattacharya S S	
937	S 		MM3110	Computational Materials Engineering Lab	Satyesh	2	5			60	0	Yes			KCB 	Y	Lakshman Neelakantan	SI
938	S 		MM3110	Computational Materials Engineering Lab	ROHIT BATRA	2	5			60	0	Yes			KCB 	N	Lakshman Neelakantan	SI
939	B 		MM3190	Introduction to Computational Materials Science	ROHIT BATRA	3	9	No		0	0	No			KCB 204	Y	Somnath Bhattacharyya	
940	C 		MM3210	Ceramics and Composites	SHOTARO TADA	3	9			0	0	No			KCB 204	Y	Kanjarla Anand Krishna	
941	A 		MM3220	Electronic, Optical, and Magnetic Properties of Materials	PARASURAMAN SWAMINATHAN	3	9	Physics of Materials (MM3010) is advised. 		0	0	No			KCB 204	Y	Somnath Bhattacharyya	
942	B 		MM3330	Non-Metallic Materials	Sreeram K. Kalpathy	3	9			0	0	No			CRC 201	N	Somnath Bhattacharyya	
943	B 		MM3330	Non-Metallic Materials	RAVIKUMAR N V	3	9			0	0	No			CRC 201	Y	Somnath Bhattacharyya	
944	F 		MM4010	P/M Refractories and Ceramics	SRINIVASA RAO BAKSHI	4	10	None		60	15	Yes			KCB 222	Y	Bhattacharya S S	SI
945	ZZ		MM4030	Undergraduate Research in Materials - 2	Satyesh	10	10	Undergraduate Research in Materials - 1		50	10	Yes			KCB	Y	Subramanya Sarma V	SI
946	UU		MM4110	Project I	BHUVANESH SRINIVASAN	2	9	NULL		70	0	Yes			KCB	Y	Subramanya Sarma V	SI
947	UU		MM4110	Project I	HEMAPRABHA E	2	9	NULL		70	0	Yes			KCB	N	Subramanya Sarma V	SI
948	G 		MM5001	Composite Materials	BALASUBRAMANIAN M	3	9	COT		0	0	No			KCB 205	Y	Ganesh Sundara Raman	
949	H 		MM5003	Atomistic Modeling of Materials 	Satyesh	3	9	COT		30	20	Yes			KCB 204	Y	Ganesh Sundara Raman	SI
950	D 		MM5011	Modeling of Transport Phenomena in multi-phase systems	SABITA SARKAR	3	9	COT		30	10	Yes			KCB 124	Y	Kanjarla Anand Krishna	SI
951	D 		MM5014	Physical Foundations of Materials Science	MANAS MUKHERJEE	3	9	None		0	0	No			KCB 204	Y	Kanjarla Anand Krishna	
952	A 		MM5017	Electronic materials and devices	SURENDRA BABU ANANTHARAMAN	3	9	COT		30	20	Yes			KCB 205	Y	Somnath Bhattacharyya	SI
953	H 		MM5019	Materials science for sustainability	LAKSHMAN NEELAKANTAN	3	9			25	10	Yes			KCB 205	Y	Ganesh Sundara Raman	SI
954	C 		MM5020	Modern Techniques of Material Characterization	Pradeep	3	9	NIL		0	0	No			CRC 201	Y	Kanjarla Anand Krishna	
955	G 		MM5023	Iron & Steel Making Technology	AJAY KUMAR SHUKLA	3	9	None		50	20	Yes			KCB 134	Y	Ganesh Sundara Raman	SI
956	S 		MM5028	Advanced Materials Characterisation Lab	RAVIKUMAR N V	3	3			0	0	No			KCB	N	Lakshman Neelakantan	
957	S 		MM5028	Advanced Materials Characterisation Lab	SUBRAMANYA SARMA V	3	3			0	0	No			KCB	N	Lakshman Neelakantan	
958	S 		MM5028	Advanced Materials Characterisation Lab	Pradeep	3	3			0	0	No			KCB	N	Lakshman Neelakantan	
959	S 		MM5028	Advanced Materials Characterisation Lab	SANKARAN S	3	3			0	0	No			KCB	Y	Lakshman Neelakantan	
960	T 		MM5033	Mechanical Property Evaluation of Materials : Lab	RAVI SANKAR K	3	3			0	0	No			KCB	Y	Lakshman Neelakantan	
